Date,Time (UTC),Exchange,Symbol,Side,Quantity,Price,Total USD,Fee (est.),Net Amount,Order ID,Mode,Notes
2026-05-12,05:00:44,BitGet,SUIUSDT,,,0.96,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend); ADX > 25 (trending market, not choppy) | +DI 15.6 vs -DI 19.2"
2026-05-12,05:00:45,BitGet,ARBUSDT,,,0.13,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend); EMA(8) above EMA(21) (uptrend confirmed); Volume above average (conviction); ADX > 25 (trending market, not choppy) | +DI 23.4 vs -DI 15.6"
2026-05-12,05:00:47,BitGet,NEARUSDT,,,1.39,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend); EMA(8) above EMA(21) (uptrend confirmed); Volume above average (conviction); ADX > 25 (trending market, not choppy) | +DI 15.7 vs -DI 16.5"
2026-05-12,05:00:48,BitGet,LINKUSDT,,,9.47,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend); Volume above average (conviction); ADX > 25 (trending market, not choppy) | +DI 12.0 vs -DI 16.9"
2026-05-12,05:00:49,BitGet,OPUSDT,,,0.12,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend); EMA(8) above EMA(21) (uptrend confirmed); ADX > 25 (trending market, not choppy) | +DI 22.8 vs -DI 16.1"
2026-05-12,05:00:50,BitGet,TIAUSDT,,,0.38,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend); EMA(8) above EMA(21) (uptrend confirmed); 4H trend bullish (EMA8 > EMA21 on 4H); Volume above average (conviction); ADX > 25 (trending market, not choppy) | +DI 14.5 vs -DI 16.3"
2026-05-12,05:00:51,BitGet,APTUSDT,,,0.94,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend); EMA(8) above EMA(21) (uptrend confirmed); 4H trend bullish (EMA8 > EMA21 on 4H); ADX > 25 (trending market, not choppy) | +DI 14.7 vs -DI 21.8"
2026-05-12,05:00:52,BitGet,SOLUSDT,,,86.15,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend); EMA(8) above EMA(21) (uptrend confirmed); Volume above average (conviction); ADX > 25 (trending market, not choppy) | +DI 16.0 vs -DI 17.5"
2026-05-12,05:00:53,BitGet,AXSUSDT,,,1.11,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend); EMA(8) above EMA(21) (uptrend confirmed); Volume above average (conviction); ADX > 25 (trending market, not choppy) | +DI 12.5 vs -DI 20.8"
2026-05-12,09:00:44,BitGet,SUIUSDT,,,0.95,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-12,09:00:46,BitGet,ARBUSDT,,,0.13,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-12,09:00:47,BitGet,NEARUSDT,,,1.37,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,09:00:48,BitGet,LINKUSDT,,,9.38,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-12,09:00:49,BitGet,OPUSDT,,,0.12,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-12,09:00:50,BitGet,TIAUSDT,,,0.38,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-12,09:00:52,BitGet,APTUSDT,,,0.93,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-12,09:00:53,BitGet,SOLUSDT,,,85.77,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-12,09:00:54,BitGet,AXSUSDT,,,1.10,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,13:00:44,BitGet,SUIUSDT,,,0.94,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend); Price within 1.5% of VWAP (not overextended)"
2026-05-12,13:00:46,BitGet,ARBUSDT,,,0.13,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-12,13:00:47,BitGet,NEARUSDT,,,1.36,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend); Price within 1.5% of VWAP (not overextended)"
2026-05-12,13:00:48,BitGet,LINKUSDT,,,9.34,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,13:00:50,BitGet,OPUSDT,,,0.12,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend); Price within 1.5% of VWAP (not overextended)"
2026-05-12,13:00:52,BitGet,TIAUSDT,,,0.37,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend); Price within 1.5% of VWAP (not overextended)"
2026-05-12,13:00:54,BitGet,APTUSDT,,,0.93,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend); Price within 1.5% of VWAP (not overextended)"
2026-05-12,13:00:55,BitGet,SOLUSDT,,,85.25,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend); Price within 1.5% of VWAP (not overextended)"
2026-05-12,13:00:56,BitGet,AXSUSDT,,,1.09,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend); Price within 1.5% of VWAP (not overextended)"
2026-05-12,17:00:44,BitGet,SUIUSDT,,,0.94,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend); Price within 1.5% of VWAP (not overextended)"
2026-05-12,17:00:45,BitGet,ARBUSDT,,,0.12,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend); Price within 1.5% of VWAP (not overextended)"
2026-05-12,17:00:46,BitGet,NEARUSDT,,,1.37,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend); Price within 1.5% of VWAP (not overextended)"
2026-05-12,17:00:47,BitGet,LINKUSDT,,,9.30,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend); Price within 1.5% of VWAP (not overextended)"
2026-05-12,17:00:48,BitGet,OPUSDT,,,0.12,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend); Price within 1.5% of VWAP (not overextended)"
2026-05-12,17:00:49,BitGet,TIAUSDT,,,0.37,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend); Price within 1.5% of VWAP (not overextended)"
2026-05-12,21:00:44,BitGet,SUIUSDT,,,0.96,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:00:46,BitGet,LINKUSDT,,,9.51,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-12,21:00:47,BitGet,APTUSDT,,,0.94,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend); Price within 2.5% of VWAP (not overextended)"
2026-05-12,21:00:48,BitGet,SOLUSDT,,,87.42,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:00:49,BitGet,AXSUSDT,,,1.12,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:00:52,BitGet,ETCUSDT,,,8.57,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:00:52,BitGet,LDOUSDT,,,0.39,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:00:53,BitGet,IMXUSDT,,,0.18,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:00:54,BitGet,KAVAUSDT,,,0.06,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-12,21:00:56,BitGet,VETUSDT,,,0.01,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:19:18,BitGet,SUIUSDT,,,0.96,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:19:20,BitGet,LINKUSDT,,,9.51,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-12,21:19:22,BitGet,APTUSDT,,,0.99,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:19:23,BitGet,SOLUSDT,,,87.42,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:19:24,BitGet,AXSUSDT,,,1.12,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:19:25,BitGet,ETCUSDT,,,8.57,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:19:27,BitGet,LDOUSDT,,,0.37,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:19:28,BitGet,IMXUSDT,,,0.18,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:19:34,BitGet,VETUSDT,,,0.01,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:24:16,BitGet,SUIUSDT,,,0.96,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:24:19,BitGet,LINKUSDT,,,9.51,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-12,21:24:20,BitGet,APTUSDT,,,0.99,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:24:22,BitGet,SOLUSDT,,,87.42,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:24:23,BitGet,AXSUSDT,,,1.12,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:24:24,BitGet,ETCUSDT,,,8.57,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:24:25,BitGet,LDOUSDT,,,0.37,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:24:26,BitGet,IMXUSDT,,,0.18,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:24:27,BitGet,KAVAUSDT,,,0.06,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-12,21:24:28,BitGet,VETUSDT,,,0.01,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:29:17,BitGet,SUIUSDT,,,0.96,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:29:19,BitGet,LINKUSDT,,,9.51,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-12,21:29:21,BitGet,APTUSDT,,,0.99,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:29:22,BitGet,SOLUSDT,,,87.42,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:29:23,BitGet,AXSUSDT,,,1.12,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:29:25,BitGet,ETCUSDT,,,8.57,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:29:26,BitGet,LDOUSDT,,,0.37,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:29:26,BitGet,IMXUSDT,,,0.18,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:29:28,BitGet,KAVAUSDT,,,0.06,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-12,21:29:29,BitGet,VETUSDT,,,0.01,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:34:16,BitGet,SUIUSDT,,,0.96,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:34:18,BitGet,ARBUSDT,,,0.12,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:34:20,BitGet,LINKUSDT,,,9.51,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-12,21:34:23,BitGet,APTUSDT,,,0.99,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:34:24,BitGet,SOLUSDT,,,87.42,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:34:25,BitGet,AXSUSDT,,,1.12,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:34:27,BitGet,ETCUSDT,,,8.57,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:34:29,BitGet,IMXUSDT,,,0.18,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:34:29,BitGet,KAVAUSDT,,,0.06,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-12,21:34:31,BitGet,VETUSDT,,,0.01,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:39:17,BitGet,SUIUSDT,,,0.96,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:39:18,BitGet,ARBUSDT,,,0.12,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:39:21,BitGet,LINKUSDT,,,9.51,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-12,21:39:24,BitGet,APTUSDT,,,0.99,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:39:24,BitGet,SOLUSDT,,,87.42,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:39:27,BitGet,AXSUSDT,,,1.12,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:39:29,BitGet,ETCUSDT,,,8.57,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:39:31,BitGet,IMXUSDT,,,0.18,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:39:32,BitGet,KAVAUSDT,,,0.06,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-12,21:39:33,BitGet,VETUSDT,,,0.01,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:41:47,BitGet,SUIUSDT,,,0.96,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:41:48,BitGet,ARBUSDT,,,0.12,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:41:50,BitGet,LINKUSDT,,,9.51,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-12,21:41:53,BitGet,APTUSDT,,,0.99,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:41:54,BitGet,SOLUSDT,,,87.42,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:41:54,BitGet,AXSUSDT,,,1.12,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:41:57,BitGet,ETCUSDT,,,8.57,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:41:58,BitGet,IMXUSDT,,,0.18,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:42:00,BitGet,KAVAUSDT,,,0.06,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-12,21:42:02,BitGet,VETUSDT,,,0.01,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:46:48,BitGet,SUIUSDT,,,0.96,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:46:49,BitGet,ARBUSDT,,,0.12,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:46:50,BitGet,LINKUSDT,,,9.51,,,,BLOCKED,BLOCKED,"Failed: RSI(3) below 30 (snap-back setup in uptrend)"
2026-05-12,21:46:52,BitGet,APTUSDT,,,0.99,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:46:53,BitGet,SOLUSDT,,,87.42,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:46:54,BitGet,AXSUSDT,,,1.12,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:46:57,BitGet,ETCUSDT,,,8.57,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:46:58,BitGet,LDOUSDT,,,0.37,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:46:59,BitGet,IMXUSDT,,,0.18,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:47:00,BitGet,KAVAUSDT,,,0.06,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-12,21:47:01,BitGet,VETUSDT,,,0.01,,,,BLOCKED,BLOCKED,"Failed: Market bias"
2026-05-12,21:51:47,BitGet,SUIUSDT,,,0.96,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
2026-05-12,21:51:49,BitGet,ARBUSDT,,,0.12,,,,BLOCKED,BLOCKED,"Failed: RSI(3) above 70 (reversal setup in downtrend)"
